code,C,7	libelle,C,128
J05AR03	TENOFOVIR DISOPROXIL ET EMTRICITABINE
J05AR04	ZIDOVUDINE, LAMIVUDINE ET ABACAVIR
J05AR05	ZIDOVUDINE, LAMIVUDINE ET NEVIRAPINE
J05AR06	EMTRICITABINE, TENOFOVIR DISOPROXIL ET EFAVIRENZ
J05AR07	STAVUDINE, LAMIVUDINE ET NEVIRAPINE
J05AR08	EMTRICITABINE, TENOFOVIR DISOPROXIL ET RILPIVIRINE
J05AR09	EMTRICITABINE, TENOFOVIR DISOPROXIL, ELVITEGRAVIR ET COBICISTAT
J05AR10	LOPINAVIR ET RITONAVIR
J05AR11	LAMIVUDINE, TENOFOVIR DISOPROXIL ET EFAVIRENZ
J05AR12	LAMIVUDINE ET TENOFOVIR DISOPROXIL
J05AR13	LAMIVUDINE, ABACAVIR ET DOLUTEGRAVIR
J05AR14	DARUNAVIR ET COBICISTAT
J05AX	AUTRES ANTIVIRAUX
J05AX01	MOROXYDINE
J05AX02	LYSOZYME
J05AX05	INOSINE PRANOBEX
J05AX06	PLECONARIL
J05AX07	ENFUVIRTIDE
J05AX08	RALTEGRAVIR
J05AX09	MARAVIROC
J05AX10	MARIBAVIR
J05AX11	ELVITEGRAVIR
J05AX12	DOLUTEGRAVIR
J05AX13	UMIFENOVIR
J06	IMMUNSERUMS ET IMMUNOGLOBULINES
J06A	IMMUNSERUMS
J06AA	IMMUNSERUMS
J06AA01	ANTITOXINE DIPHTERIQUE
J06AA02	ANTITOXINE TETANIQUE
J06AA03	SERUM ANTIVENIMEUX
J06AA04	ANTITOXINE BOTULIQUE
J06AA05	SERUM ANTI-GANGRENE GAZEUSE
J06AA06	SERUM ANTIRABIQUE
J06B	IMMUNOGLOBULINES
J06BA	IMMUNOGLOBULINES HUMAINES POLYVALENTES
J06BA01	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE
J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION INTRAVASCULAIRE
J06BB	IMMUNOGLOBULINES SPECIFIQUES
J06BB01	IMMUNOGLOBULINE ANTI-D (RH)
J06BB02	IMMUNOGLOBULINE ANTITETANIQUE
J06BB03	IMMUNOGLOBULINE ANTI VARICELLE-ZONA
J06BB04	IMMUNOGLOBULINE ANTI HEPATITE B
J06BB05	IMMUNOGLOBULINE ANTIRABIQUE
J06BB06	IMMUNOGLOBULINE ANTI RUBEOLE
J06BB07	IMMUNOGLOBULINE ANTIVARIOLIQUE
J06BB08	IMMUNOGLOBULINE ANTI STAPHYLOCOQUE
J06BB09	IMMUNOGLOBULINE ANTI CYTOMEGALOVIRUS
J06BB10	IMMUNOGLOBULINE ANTIDIPHTERIQUE
J06BB11	IMMUNOGLOBULINE ANTI HEPATITE A
J06BB12	IMMUNOGLOBULINE ANTI ENCEPHALITE TRANSMISE PAR LES TIQUES
J06BB13	IMMUNOGLOBULINE ANTI COQUELUCHE
J06BB14	IMMUNOGLOBULINE ANTI ROUGEOLE
J06BB15	IMMUNOGLOBULINE ANTI OREILLONS
J06BB16	PALIVIZUMAB
J06BB17	MOTAVIZUMAB
J06BB18	RAXIBACUMAB
J06BB30	ASSOCIATIONS
J06BC	AUTRES IMMUNOGLOBULINES
J06BC01	NEBACUMAB (CENTOXIN)
J07	VACCINS
J07A	VACCINS BACTERIENS
J07AC	VACCINS CONTRE LE CHARBON
J07AC01	ANTIGENE DU CHARBON
J07AD	VACCINS ANTIBRUCELLIQUES
J07AD01	ANTIGENE BRUCELLIQUE
J07AE	VACCINS ANTICHOLERIQUES
J07AE01	VIBRION CHOLERIQUE INACTIVE ENTIER
J07AE02	VIBRION CHOLERIQUE VIVANT ATTENUE
J07AE51	VIBRION CHOLERIQUE INACTIVE ASSOCIE AU VACCIN CONTRE LA TYPHOÏDE
J07AF	VACCINS ANTIDIPHTERIQUES
J07AF01	ANATOXINE DIPHTERIQUE
J07AG	VACCINS ANTIHAEMOPHILUS INFLUENZAE B
J07AG01	HAEMOPHILUS INFLUENZAE B, ANTIGENE CONJUGUE PURIFIE
J07AG51	HAEMOPHILUS INFLUENZAE B EN ASSOCIATION AVEC DES ANATOXINES
J07AG52	HAEMOPHILUS INFLUENZAE B EN ASSOCIATION AVEC VACCINS ANTICOQUELUCHEUX ET ANATOXINES
J07AG53	HAEMOPHILUS INFLUENZAE B EN ASSOCIATION AVEC MENINGOCOQUES C CONGUGUES
J07AH	VACCINS ANTIMENINGOCOCCIQUES
J07AH01	MENINGOCOQUE TYPE A, ANTIGENES POLYSACCHARIDIQUES PURIFIES
J07AH02	MENINGOCOQUES, AUTRES ANTIGENES POLYSACCHARIDIQUES MONOVALENTS PURIFIES
J07AH03	MENINGOCOQUES A,C, ANTIGENES POLYSACCHARIDIQUES BIVALENTS PURIFIES
J07AH04	MENINGOCOQUES A,C,Y,W-135, ANTIGENES POLYSACCHARIDIQUES TETRAVALENTS PURIFIES
J07AH05	MENINGOCOQUES, AUTRES ANTIGENES POLYSACCHARIDIQUES POLYVALENTS PURIFIES
J07AH06	MENINGOCOQUE TYPE B, VACCIN ANTI-CAPSULE
J07AH07	MENINGOCOQUE TYPE C, CONJUGUE A DES ANTIGENES POLYSACCHARIDIQUES PURIFIES
J07AH08	MENINGOCOQUES A,C,Y,W-135, ANTIGENES POLYSACCHARIDIQUES TETRAVALENTS CONJUGES ET PURIFIES
J07AH09	MENINGOCOQUE TYPE B, VACCIN MULTICOMPOSE
J07AH10	MENINGOCOQUE TYPE A, CONJUGUE A DES ANTIGENES POLYSACCHARIDIQUES PURIFIES
J07AJ	VACCINS CONTRE LA COQUELUCHE
J07AJ01	COQUELUCHE, BACTERIE ENTIERE INACTIVEE
J07AJ02	COQUELUCHE, ANTIGENE PURIFIE
J07AJ51	COQUELUCHE, BACTERIE ENTIERE INACTIVEE EN ASSOCIATION AVEC DES ANATOXINES
J07AJ52	COQUELUCHE, ANTIGENE PURIFIE EN ASSOCIATION AVEC DES ANATOXINES
J07AK	VACCINS CONTRE LA PESTE
J07AK01	PESTE, BACTERIE ENTIERE INACTIVEE
J07AL	VACCINS ANTIPNEUMOCOCCIQUES
J07AL01	PNEUMOCOCCUS, ANTIGENES POLYSACCHARIDIQUES PURIFIES
J07AL02	PNEUMOCOCCUS, ANTIGENES POLYSACCHARIDIQUES PURIFIES CONJUGUES
J07AL52	PNEUMOCOCCUS, ANTIGENES POLYSACCHARIDIQUES PURIFIES ET HAEMOPHILUS INFLUENZAE, CONGUGUES
J07AM	VACCINS ANTITETANIQUES
J07AM01	ANATOXINE TETANIQUE
J07AM51	ANATOXINE TETANIQUE EN ASSOCIATION AVEC ANATOXINE DIPHTERIQUE
J07AM52	ANATOXINE TETANIQUE EN ASSOCIATION AVEC IMMUNOGLOBULINE ANTITETANIQUE
J07AN	VACCINS ANTITUBERCULEUX
J07AN01	TUBERCULOSE, BACTERIE VIVANTE ATTENUEE
J07AP	VACCINS ANTITYPHOIDIQUES
J07AP01	TYPHOÏDE, BACTERIE VIVANTE ATTENUEE ORALE
J07AP02	TYPHOÏDE, BACTERIE ENTIERE INACTIVEE
J07AP03	TYPHOÏDE, ANTIGENE POLYSACCHARIDIQUE PURIFIE
J07AP10	TYPHOÏDE, EN ASSOCIATION AVEC PARATYPHI
J07AR	VACCINS CONTRE LE TYPHUS (EXANTHEMATIQUE)
J07AR01	TYPHUS EXANTHEMATIQUE, BACTERIE ENTIERE INACTIVEE
J07AX	AUTRES VACCINS BACTERIENS
J07B	VACCINS VIRAUX
J07BA	VACCINS CONTRE LES ENCEPHALITES
J07BA01	ENCEPHALITE TRANSMISE PAR LES TIQUES, VIRUS ENTIER INACTIVE
J07BA02	ENCEPHALITE JAPONAISE, VIRUS ENTIER INACTIVE
J07BA03	ENCEPHALITE JAPONAISE, VIRUS ENTIER ATTENUE
J07BB	VACCINS ANTIGRIPPAUX
J07BB01	GRIPPE, VIRUS ENTIER INACTIVE
J07BB02	GRIPPE, INACTIVE, FRACTIONS VIRALES OU ANTIGENES DE SURFACE
J07BB03	GRIPPE, VIRUS VIVANT ATTENUE
J07BC	VACCINS CONTRE L'HEPATITE
J07BC01	HEPATITE B, ANTIGENE PURIFIE
J07BC02	HEPATITE A, VIRUS ENTIER INACTIVE
J07BC20	ASSOCIATIONS
J07BD	VACCINS CONTRE LA ROUGEOLE
J07BD01	ROUGEOLE, VIRUS VIVANT ATTENUE
J07BD51	ROUGEOLE EN ASSOCIATION AUX OREILLONS, VIRUS VIVANTS ATTENUES
J07BD52	ROUGEOLE EN ASSOCIATION AUX OREILLONS ET A LA RUBEOLE, VIRUS VIVANTS ATTENUES
J07BD53	ROUGEOLE EN ASSOCIATION A LA RUBEOLE, VIRUS VIVANTS ATTENUES
J07BD54	ROUGEOLE EN ASSOCIATION AUX OREILLONS, RUBEOLE ET VARICELLE, VIRUS VIVANTS ATTENUES
J07BE	VACCINS CONTRE LES OREILLONS
J07BE01	OREILLONS, VIRUS VIVANT ATTENUE
J07BF	VACCINS CONTRE LA POLIOMYELITE
J07BF01	POLIOMYELITE, VIRUS VIVANT MONOVALENT ATTENUE ORAL
J07BF02	POLIOMYELITE, VIRUS VIVANT TRIVALENT ATTENUE ORAL
J07BF03	POLIOMYELITE, VIRUS ENTIER TRIVALENT INACTIVE
J07BF04	POLIOMYELITE, VIRUS VIVANT BIVALENT ATTENUE ORAL
J07BG	VACCINS ANTIRABIQUES
J07BG01	RAGE, VIRUS ENTIER INACTIVE
J07BH	VACCINS CONTRE LES DIARRHEES A ROTAVIRUS
J07BH01	ROTAVIRUS, VIRUS VIVANT ATTENUE
J07BH02	ROTAVIRUS, PENTAVALENT, VIRUS VIVANT
J07BJ	VACCINS CONTRE LA RUBEOLE
J07BJ01	RUBEOLE, VIRUS VIVANT ATTENUE
J07BJ51	RUBEOLE EN ASSOCIATION AUX OREILLONS, VIRUS VIVANTS ATTENUES
J07BK	VACCINS CONTRE LA VARICELLE-ZONA
J07BK01	VARICELLE-ZONA, VIRUS VIVANT ATTENUE
J07BK02	ZONA, VIRUS VIVANT ATTENUE
J07BL	VACCINS CONTRE LA FIEVRE JAUNE
J07BL01	FIEVRE JAUNE, VIRUS VIVANT ATTENUE
J07BM	VACCINS CONTRE LES PAPILLOMAVIRUS
J07BM01	PAPILLOMAVIRUS HUMAIN TYPES 6,11,16,18
J07BM02	PAPILLOMAVIRUS HUMAIN TYPES 16, 18
J07BX	AUTRES VACCINS VIRAUX
J07C	VACCINS BACTERIENS ET VIRAUX ASSOCIES
J07CA	VACCINS BACTERIENS ET VIRAUX ASSOCIES
J07CA01	DIPHTERIE - POLIOMYELITE - TETANOS
J07CA02	DIPHTERIE - COQUELUCHE - POLIOMYELITE - TETANOS
J07CA03	DIPHTERIE - RUBEOLE -TETANOS
J07CA04	HAEMOPHILUS INFLUENZAE B ET POLIOMYELITE
J07CA05	DIPHTERIE - HEPATITE B - COQUELUCHE - TETANOS
J07CA06	DIPHTERIE - HAEMOPHILUS INFLUENZAE B - COQUELUCHE - POLIOMYELITE - TETANOS
J07CA07	DIPHTERIE - HEPATITE B - TETANOS
J07CA08	HAEMOPHILUS INFLUENZAE B - HEPATITE B
J07CA09	DIPHTERIE - HAEMOPHILUS INFLUENZAE B - COQUELUCHE - POLIO - TETANOS - HEPATITE B
J07CA10	TYPHOÏDE - HEPATITE A
J07CA11	DIPHTERIE - HAEMOPHILUS INFLUENZAE B - COQUELUCHE - TETANOS - HEPATITE B
J07CA12	DIPHTERIE - COQUELUCHE - POLIOMYELITE - TETANOS - HEPATITE B
J07CA13	DIPHTERIE - HAEMOPHILUS INFLUENZAE B - COQUELUCHE - TETANOS - HEPATITE B - MENIGOCOQUE A+C
J07X	AUTRES VACCINS
L	ANTINEOPLASIQUES ET IMMUNOMODULATEURS
L01	ANTINEOPLASIQUES
L01A	AGENTS ALKYLANTS
L01AA	MOUTARDES A L'AZOTE
L01AA01	CYCLOPHOSPHAMIDE
L01AA02	CHLORAMBUCIL
L01AA03	MELPHALAN
L01AA05	CHLORMETHINE
L01AA06	IFOSFAMIDE
L01AA07	TROFOSFAMIDE
L01AA08	PREDNIMUSTINE
L01AA09	BENDAMUSTINE
L01AB	ALKYLSULFONATES
L01AB01	BUSULFAN
L01AB02	TREOSULFAN
L01AB03	MANNOSULFAN
L01AC	ETHYLENEIMINES
L01AC01	THIOTEPA
L01AC02	TRIAZIQUONE
L01AC03	CARBOQUONE
L01AD	NITROSOUREES
L01AD01	CARMUSTINE
L01AD02	LOMUSTINE
L01AD03	SEMUSTINE
L01AD04	STREPTOZOCINE
L01AD05	FOTEMUSTINE
L01AD06	NIMUSTINE
L01AD07	RANIMUSTINE
L01AG	EPOXYDES
L01AG01	ETOGLUCIDE
L01AX	AUTRES AGENTS ALKYLANTS
L01AX01	MITOBRONITOL
L01AX02	PIPOBROMAN
L01AX03	TEMOZOLOMIDE
L01AX04	DACARBAZINE
L01B	ANTIMETABOLITES
L01BA	ANALOGUES DE L'ACIDE FOLIQUE
L01BA01	METHOTREXATE
L01BA03	RALTITREXED
L01BA04	PEMETREXED
L01BA05	PRALATREXATE
L01BB	ANALOGUES DE LA PURINE
L01BB02	MERCAPTOPURINE
L01BB03	TIOGUANINE
L01BB04	CLADRIBINE
L01BB05	FLUDARABINE
L01BB06	CLOFARABINE
L01BB07	NELARABINE
L01BC	ANALOGUES DE LA PYRIMIDINE
L01BC01	CYTARABINE
L01BC02	FLUOROURACIL
L01BC03	TEGAFUR
L01BC04	CARMOFUR
L01BC05	GEMCITABINE
L01BC06	CAPECITABINE
L01BC07	AZACITIDINE
L01BC08	DECITABINE
L01BC52	FLUOROURACIL EN ASSOCIATION
L01BC53	TEGAFUR EN ASSOCIATION
L01C	ALCALOÏDES VEGETAUX ET AUTRES MEDICAMENTS D'ORIGINE NATURELLE
L01CA	VINCAALCALOÏDES ET ANALOGUES
L01CA01	VINBLASTINE
L01CA02	VINCRISTINE
L01CA03	VINDESINE
L01CA04	VINORELBINE
L01CA05	VINFLUNINE
L01CA06	VINTAFOLIDE
L01CB	DERIVES DE LA PODOPHYLLOTOXINE
L01CB01	ETOPOSIDE
L01CB02	TENIPOSIDE
L01CC	DERIVES DE LA COLCHICINE
L01CC01	DEMECOLCINE
L01CD	TAXANES
L01CD01	PACLITAXEL
L01CD02	DOCETAXEL
L01CD03	PACLITAXEL POLIGLUMEX
L01CD04	CABAZITAXEL
L01CX	AUTRES PLANTES ALCALOÏDES ET PRODUITS NATURELS
L01CX01	TRABECTEDINE
L01D	ANTIBIOTIQUES CYTOTOXIQUES ET APPARENTES
L01DA	ACTINOMYCINES
L01DA01	DACTINOMYCINE
L01DB	ANTHRACYCLINES ET APPARENTES
L01DB01	DOXORUBICINE
L01DB02	DAUNORUBICINE
L01DB03	EPIRUBICINE
L01DB04	ACLARUBICINE
L01DB05	ZORUBICINE
L01DB06	IDARUBICINE
L01DB07	MITOXANTRONE
L01DB08	PIRARUBICINE
L01DB09	VALRUBICINE
L01DB10	AMRUBICINE
L01DB11	PIXANTRONE
L01DC	AUTRES ANTIBIOTIQUES CYTOTOXIQUES
L01DC01	BLEOMYCINE
L01DC02	PLICAMYCINE
L01DC03	MITOMYCINE
L01DC04	IXABEPILONE
L01X	AUTRES ANTINEOPLASIQUES
L01XA	DERIVES DU PLATINE
L01XA01	CISPLATINE
L01XA02	CARBOPLATINE
L01XA03	OXALIPLATINE
L01XA04	SATRAPLATINE
L01XA05	POLYPLATILLEN
L01XB	METHYLHYDRAZINES
L01XB01	PROCARBAZINE
L01XC	ANTICORPS MONOCLONAUX
L01XC01	EDRECOLOMAB
L01XC02	RITUXIMAB
L01XC03	TRASTUZUMAB
L01XC05	GEMTUZUMAB
L01XC06	CETUXIMAB
L01XC07	BEVACIZUMAB
L01XC08	PANITUMUMAB
L01XC09	CATUMAXOMAB
L01XC10	OFATUMUMAB
L01XC11	IPILIMUMAB
L01XC12	BRENTUXIMAB VEDOTIN
L01XC13	PERTUZUMAB
L01XC14	TRASTUZUMAB EMTANSINE
L01XC15	OBINUTUZUMAB
L01XC16	DINUTUXIMAB
L01XD	SENSIBILISANTS UTILISES DANS LA THERAPIE PHOTODYNAMIQUE ET RADIOTHERAPIQUE
L01XD01	PORFIMERE SODIQUE
L01XD03	METHYLE AMINOLEVULINATE
L01XD04	ACIDE LEVULINIQUE
L01XD05	TEMOPORFIN
L01XD06	EFAPROXIRAL
L01XE	INHIBITEURS DES PROTEINES KINASES
L01XE01	IMATINIB
L01XE02	GEFITINIB
L01XE03	ERLOTINIB
L01XE04	SUNITINIB
L01XE05	SORAFENIB
L01XE06	DASATINIB
L01XE07	LAPATINIB
L01XE08	NILOTINIB
L01XE09	TEMSIROLIMUS
L01XE10	EVEROLIMUS
L01XE11	PAZOPANIB
L01XE12	VANDETANIB
L01XE13	AFATINIB
L01XE14	BOSUTINIB
L01XE15	VEMURAFENIB
L01XE16	CRIZOTINIB
L01XE17	AXITINIB
L01XE18	RUXOLITINIB
L01XE19	RIDAFOROLIMUS
L01XE21	REGORAFENIB
L01XE22	MASITINIB
L01XE23	DABRAFENIB
L01XE24	PONATINIB
L01XE25	TRAMETINIB
L01XE26	CABOZANTINIB
L01XE27	IBRUTINIB
L01XX	AUTRES ANTINEOPLASIQUES
L01XX01	AMSACRINE
L01XX02	ASPARAGINASE
L01XX03	ALTRETAMINE
L01XX05	HYDROXYCARBAMIDE
L01XX07	LONIDAMINE
L01XX08	PENTOSTATINE
L01XX09	MILTEFOSINE
L01XX10	MASOPROCOL
L01XX11	ESTRAMUSTINE
L01XX14	TRETINOÏNE
L01XX16	MITOGUAZONE
L01XX17	TOPOTECAN
L01XX18	TIAZOFURINE
L01XX19	IRINOTECAN
L01XX22	ALITRETINOINE
L01XX23	MITOTANE
L01XX24	PEGASPARGASE
L01XX25	BEXAROTENE
L01XX27	ARSENIC TRIOXYDE
L01XX29	DENILEUKINE DIFTITOX
L01XX32	BORTEZOMIB
L01XX33	CELECOXIB
L01XX35	ANAGRELIDE
L01XX36	OBLIMERSEN
L01XX37	SITIMAGENE CERADENOVEC
L01XX38	VORINOSTAT
L01XX39	ROMIDEPSINE
L01XX40	OMACETAXINE MEPESUCCINATE
L01XX41	ERIBULINE
L01XX42	PANOBINOSTAT
L01XX43	VISMODEGIB
L01XX44	AFLIBERCEPT
L01XX45	CARFILZOMIB
L01XX46	OLAPARIB
L01XX47	IDELALISIB
L01XY	ASSOCIATIONS D'ANTINEOPLASIQUES
L02	THERAPEUTIQUE ENDOCRINE
L02A	HORMONES ET APPARENTES
L02AA	ESTROGENES
L02AA01	DIETHYLSTILBESTROL
L02AA02	POLYESTRADIOL PHOSPHATE
L02AA03	ETHINYLESTRADIOL
L02AA04	FOSFESTROL
L02AB	PROGESTATIFS
L02AB01	MEGESTROL
L02AB02	MEDROXYPROGESTERONE
L02AB03	GESTONORONE
L02AE	ANALOGUES DE L'HORMONE ENTRAINANT LA LIBERATION DE GONADOTROPHINES
L02AE01	BUSERELINE
L02AE02	LEUPRORELINE
L02AE03	GOSERELINE
L02AE04	TRIPTORELINE
L02AE05	HISTRELINE
L02AX	AUTRES HORMONES
L02B	ANTIHORMONES ET APPARENTES
L02BA	ANTIESTROGENES
L02BA01	TAMOXIFENE
L02BA02	TOREMIFENE
L02BA03	FULVESTRANT
L02BB	ANTIANDROGENES
L02BB01	FLUTAMIDE
L02BB02	NILUTAMIDE
L02BB03	BICALUTAMIDE
L02BB04	ENZALUTAMIDE
L02BG	INHIBITEURS D'AROMATASES
L02BG01	AMINOGLUTHETIMIDE
L02BG02	FORMESTANE
L02BG03	ANASTROZOLE
L02BG04	LETROZOLE
L02BG05	VOROZOLE
L02BG06	EXEMESTANE
L02BX	AUTRES INHIBITEURS HORMONAUX ET APPARENTES
L02BX01	ABARELIX
L02BX02	DEGARELIX
L02BX03	ABIRATERONE ACETATE
L03	IMMUNOMODULATEURS/-STIMULANTS
L03A	IMMUNOSTIMULANTS
L03AA	FACTEURS DE CROISSANCE
L03AA02	FILGRASTIM
L03AA03	MOLGRAMOSTIME
L03AA09	SARGRAMOSTIME
L03AA10	LENOGRASTIM
L03AA12	ANCESTIME
L03AA13	PEGFILGRASTIM
L03AA14	LIPEGFILGRASTIM
L03AA15	BALUGRASTIM
L03AB	INTERFERONS
L03AB01	INTERFERON ALFA NATUREL
L03AB02	INTERFERON BETA NATUREL
L03AB03	INTERFERON GAMMA
L03AB04	INTERFERON ALFA-2A
L03AB05	INTERFERON ALFA-2B
L03AB06	INTERFERON ALFA-N1
L03AB07	INTERFERON BETA-1A
L03AB08	INTERFERON BETA-1B
L03AB09	INTERFERON ALFACON-1
L03AB10	PEGINTERFERON ALFA-2B
L03AB11	PEGINTERFERON ALFA-2A
L03AB12	ALBINTERFERON ALFA-2B
L03AB13	PEGINTERFERON BETA-1A
L03AB14	CEPEGINTERFERON ALFA-2B
L03AB60	PEGINTERFERON ALFA-2B EN ASSOCIATION
L03AB61	PEGINTERFERON ALFA-2A EN ASSOCIATION
L03AC	INTERLEUKINES
L03AC01	ALDESLEUKINE
L03AC02	OPRELVEKINE
L03AX	AUTRES IMMUNOSTIMULANTS
L03AX01	LENTINAN
L03AX02	ROQUINIMEX
L03AX03	VACCIN BCG
L03AX04	PEGADEMASE
L03AX05	PIDOTIMOD
L03AX07	POLY I:C
L03AX08	POLY ICLC
L03AX09	THYMOPENTINE
L03AX10	IMMUNOCYANINE
L03AX11	TASONERMINE
L03AX12	VACCIN CONTRE LE MELANOME
L03AX13	GLATIRAMER ACETATE
L03AX14	HISTAMINE DIHYDROCHLORURE
L03AX15	MIFAMURTIDE
L03AX16	PLERIXAFOR
L03AX17	SIPULEUCEL-T
L03AX18	CRIDANIMOD
L04	IMMUNOSUPPRESSEURS
L04A	IMMUNOSUPPRESSEURS
L04AA	IMMUNOSUPPRESSEURS SELECTIFS
L04AA02	MUROMONAB-CD3
L04AA03	IMMUNOGLOBULINE ANTILYMPHOCYTE (CHEVAL)
L04AA04	IMMUNOGLOBULINE ANTITHYMOCYTE (LAPIN)
L04AA06	MYCOPHENOLIQUE ACIDE
L04AA10	SIROLIMUS
L04AA13	LEFLUNOMIDE
L04AA15	ALEFACEPT
L04AA18	EVEROLIMUS
L04AA19	GUSPERIMUS
L04AA21	EFALIZUMAB
L04AA22	ABETIMUS
L04AA23	NATALIZUMAB
L04AA24	ABATACEPT
L04AA25	ECULIZUMAB
L04AA26	BELIMUMAB
L04AA27	FINGOLIMOD
L04AA28	BELATACEPT
L04AA29	TOFACITINIB
L04AA31	TERIFLUNOMIDE
L04AA32	APREMILAST
L04AA33	VEDOLUZUMAB
L04AB	INHIBITEURS DU TNF-ALPHA
L04AB01	ETANERCEPT
L04AB02	INFLIXIMAB
L04AB03	AFELIMOMAB
L04AB04	ADALIMUMAB
L04AB05	CERTOLIZUMAB PEGOL
L04AB06	GOLIMUMAB
L04AC	INHIBITEURS D'INTERLEUKINES
L04AC01	DACLIZUMAB
L04AC02	BASILIXIMAB
L04AC03	ANAKINRA
L04AC04	RILONACEPT
L04AC05	USTEKINUMAB
L04AC06	MEPOLIZUMAB
L04AC07	TOCILIZUMAB
L04AC08	CANAKINUMAB
L04AC09	BRIAKINUMAB
L04AC10	SECUKINUMAB
L04AD	INHIBITEURS DE LA CALCINEURINE
L04AD01	CICLOSPORINE
L04AD02	TACROLIMUS
L04AD03	VOCLOSPORINE
L04AX	AUTRES IMMUNOSUPPRESSEURS
L04AX01	AZATHIOPRINE
L04AX02	THALIDOMIDE
L04AX03	METHOTREXATE (VOIE ORALE)
L04AX04	LENALIDOMIDE
L04AX05	PIRFENIDONE
L04AX06	POMALIDOMIDE
L04XC04	ALEMTUZUMAB
M	MUSCLE ET SQUELETTE
M01	ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX
M01A	ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX, NON STEROIDIENS
M01AA	BUTYLPYRAZOLIDINES
M01AA01	PHENYLBUTAZONE
M01AA02	MOFEBUTAZONE
M01AA03	OXYPHENBUTAZONE
M01AA05	CLOFEZONE
M01AA06	KEBUZONE
M01AB	DERIVES DE L'ACIDE ACETIQUE ET APPARENTES
M01AB01	INDOMETACINE
M01AB02	SULINDAC
M01AB03	TOLMETINE
M01AB04	ZOMEPIRAC
M01AB05	DICLOFENAC
M01AB06	ALCLOFENAC
M01AB07	BUMADIZONE
M01AB08	ETODOLAC
M01AB09	LONAZOLAC
M01AB10	FENTIAZAC
M01AB11	ACEMETACINE
M01AB12	DIFENPIRAMIDE
M01AB13	OXAMETACINE
M01AB14	PROGLUMETACINE
M01AB15	KETOROLAC
M01AB16	ACECLOFENAC
M01AB17	BUFEXAMAC
M01AB51	INDOMETACINE EN ASSOCIATION
M01AB55	DICLOFENAC EN ASSOCIATION
M01AC	OXICAMS
M01AC01	PIROXICAM
M01AC02	TENOXICAM
M01AC04	DROXICAM
M01AC05	LORNOXICAM
M01AC06	MELOXICAM
M01AC56	MELOXICAM EN ASSOCIATION
M01AE	DERIVES DE L'ACIDE PROPIONIQUE
M01AE01	IBUPROFENE
M01AE02	NAPROXENE
M01AE03	KETOPROFENE
M01AE04	FENOPROFENE
M01AE05	FENBUFENE
M01AE06	BENOXAPROFENE
M01AE07	SUPROFENE
M01AE08	PIRPROFENE
M01AE09	FLURBIPROFENE
M01AE10	INDOPROFENE
M01AE11	TIAPROFENIQUE ACIDE
M01AE12	OXAPROZINE
M01AE13	IBUPROXAM
M01AE14	DEXIBUPROFENE
M01AE15	FLUNOXAPROFENE
M01AE16	ALMINOPROFENE
M01AE17	DEXKETOPROFENE
M01AE18	NAPROXCINOD
M01AE51	IBUPROFENE EN ASSOCIATION
M01AE52	NAPROXENE ET ESOMEPRAZOLE
M01AE53	KETOPROFENE EN ASSOCIATION
M01AE56	NAPROXENE ET MISOPROSTOL
M01AG	FENAMATES
M01AG01	MEFENAMIQUE ACIDE
M01AG02	TOLFENAMIQUE ACIDE
M01AG03	FLUFENAMIQUE ACIDE
M01AG04	MECLOFENAMIQUE ACIDE
M01AH	COXIBS
M01AH01	CELECOXIB
M01AH02	ROFECOXIB
M01AH03	VALDECOXIB
M01AH04	PARECOXIB
M01AH05	ETORICOXIB
M01AH06	LUMIRACOXIB
M01AX	AUTRES ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX, NON STEROIDIENS
M01AX01	NABUMETONE
M01AX02	NIFLUMIQUE ACIDE
M01AX04	AZAPROPAZONE
M01AX05	GLUCOSAMINE
M01AX07	BENZYDAMINE
M01AX12	GLUCOSAMINOGLYCAN POLYSULFATE
M01AX13	PROQUAZONE
M01AX14	ORGOTEÏNE
M01AX17	NIMESULIDE
M01AX18	FEPRAZONE
M01AX21	DIACEREÏNE
M01AX22	MORNIFLUMATE
M01AX23	TENIDAP
M01AX24	OXACEPROL
M01AX25	CHONDROITINE SULFATE
M01AX26	HUILE D'AVOCAT ET DE SOJA, INSAPONIFIABLES
M01AX68	FEPRAZONE EN ASSOCIATION
M01B	ANTIINFLAMMATOIRES / ANTIRHUMATISMAUX EN ASSOCIATION
M01BA	ANTIINFLAMMATOIRES / ANTIRHUMATISMAUX EN ASSOCIATION AVEC DES CORTICOIDES
M01BA01	PHENYLBUTAZONE ET CORTICOÏDES
M01BA02	DIPYROCETYL ET CORTICOÏDES
M01BA03	ACETYLSALICYLIQUE ACIDE ET CORTICOÏDES
M01BX	AUTRES ANTIINFLAMMATOIRES EN ASSOCIATION
M01C	ANTIRHUMATISMAUX SPECIFIQUES
M01CA	QUINOLEINES
M01CA03	OXYCINCHOPHENE
M01CB	MEDICAMENTS A BASE D'OR
M01CB01	AUROTHIOMALATE SODIQUE
